Hazmat,PO,FlatBed,Reefer,Vans,Year,MoY,DoM,DoY,DoW,Bill Distance,Total Miles,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Pay Per Total Mile
0.0,0,0,0,1,2022,6,2,153,4,350.0,342.0,44.035,-70.3564,40.7006,-74.0596,4.09
0.0,0,0,0,1,2022,5,31,151,2,350.0,342.0,44.035,-70.3564,40.7006,-74.0596,3.51
0.0,0,0,0,1,2022,5,31,151,2,331.0,331.0,41.4175,-81.4929,40.4466,-76.4222,4.68
0.0,0,0,0,1,2022,5,30,150,1,332.0,329.0,44.035,-70.3564,41.1069,-74.0251,4.86
0.0,0,0,0,1,2022,5,27,147,5,1921.0,1921.0,34.3873,-116.946,36.8558,-86.9032,2.97
0.0,0,0,0,1,2022,5,30,150,1,284.0,284.0,43.6763,-70.6411,40.9213,-73.7868,4.23
0.0,0,0,1,0,2022,5,25,145,3,804.0,804.0,42.0309,-87.977,35.1775,-97.4237,4.35
0.0,0,0,0,1,2022,5,26,146,4,460.0,460.0,33.1567,-86.2966,36.0525,-79.8209,3.7
0.0,0,0,1,0,2022,5,26,146,4,755.0,755.0,41.9822,-87.943,40.1176,-75.4217,3.97
0.0,0,0,0,1,2022,5,26,146,4,249.0,249.0,40.4466,-76.4222,43.2093,-75.4102,6.02
0.0,0,0,0,1,2022,5,27,147,5,628.0,628.0,42.7611,-86.0808,40.4437,-76.4283,3.82
0.0,0,0,0,1,2022,5,31,151,2,260.0,260.0,41.9061,-72.6033,40.2332,-76.1372,3.85
0.0,0,0,0,1,2022,5,31,151,2,349.0,342.0,44.035,-70.3564,40.7167,-74.0713,3.22
0.0,0,0,0,1,2022,5,26,146,4,414.0,414.0,39.6642,-75.8055,39.9849,-82.4751,3.62
0.0,0,0,1,0,2022,6,1,152,3,147.0,139.0,43.7317,-87.9762,41.6987,-87.6035,6.47
0.0,0,0,1,0,2022,6,1,152,3,147.0,139.0,43.7317,-87.9762,41.6987,-87.6035,7.19
0.0,0,0,0,1,2022,5,31,151,2,260.0,260.0,41.9061,-72.6033,40.2332,-76.1372,3.65
0.0,0,0,0,1,2022,6,22,173,3,279.0,279.0,43.6763,-70.6411,41.5354,-73.8991,4.3
0.0,0,0,0,1,2022,5,27,147,5,812.0,812.0,32.9736,-82.8222,41.6813,-87.6083,0.18
0.0,0,0,0,1,2022,6,1,152,3,231.0,218.0,42.5435,-71.5983,40.622,-74.2446,3.9
0.0,0,0,1,0,2022,5,31,151,2,2352.0,2352.0,43.1159,-112.6008,42.1346,-72.5472,2.98
0.0,0,0,0,1,2022,6,13,164,1,246.0,246.0,42.2285,-83.3191,39.1699,-84.5093,0.0
0.0,0,0,0,1,2022,6,1,152,3,240.0,240.0,42.2285,-83.3191,41.644,-87.6069,3.33
0.0,0,0,0,1,2022,5,31,151,2,625.0,568.0,44.5319,-92.9128,47.9788,-101.102,3.96
0.0,0,0,0,1,2022,6,5,156,7,417.0,410.0,44.9442,-70.1591,40.6699,-73.8916,4.88
0.0,0,0,0,1,2022,6,21,172,2,477.0,477.0,39.6088,-119.2514,33.8918,-118.2376,1.89
0.0,0,0,0,1,2022,5,31,151,2,1309.0,1309.0,40.6359,-78.2959,33.2093,-97.0795,2.14
0.0,0,0,0,1,2022,6,2,153,4,349.0,342.0,44.035,-70.3564,40.7167,-74.0713,3.51
0.0,0,0,0,1,2022,6,22,173,3,208.0,208.0,42.5552,-71.9174,40.9213,-73.7868,6.01
0.0,0,0,0,1,2022,6,5,156,7,411.0,410.0,44.9442,-70.1591,40.7031,-73.9436,4.88
0.0,0,0,1,0,2022,5,29,149,7,135.0,135.0,40.4593,-75.3463,39.5512,-77.0438,7.41
0.0,0,0,1,0,2022,6,2,153,4,135.0,135.0,40.4593,-75.3463,39.5512,-77.0438,7.78
0.0,0,0,0,1,2022,6,2,153,4,290.0,287.0,43.6763,-70.6411,41.498,-74.0537,3.48
0.0,0,0,0,1,2022,6,8,159,3,257.0,257.0,44.035,-70.3564,42.712,-73.8181,4.67
0.0,0,0,0,1,2022,6,2,153,4,481.0,473.0,44.035,-70.3564,40.2332,-76.1372,2.96
0.0,0,0,0,1,2022,6,7,158,2,290.0,287.0,43.6763,-70.6411,41.498,-74.0537,3.48
0.0,0,0,0,1,2022,6,8,159,3,392.0,392.0,44.035,-70.3564,43.1864,-76.1648,3.32
0.0,0,0,0,1,2022,6,3,154,5,339.0,313.0,43.5811,-85.4671,43.1752,-88.0598,3.51
0.0,0,0,1,0,2022,5,31,151,2,804.0,804.0,42.0309,-87.977,35.1775,-97.4237,3.86
0.0,0,0,0,1,2022,6,2,153,4,481.0,481.0,41.644,-87.6069,39.1046,-94.3195,3.33
0.0,0,0,0,1,2022,6,3,154,5,676.0,676.0,34.7957,-84.7721,42.217,-89.0748,3.55
0.0,0,0,0,1,2022,6,7,158,2,290.0,287.0,43.6763,-70.6411,41.498,-74.0537,4.18
0.0,0,0,0,1,2022,6,6,157,1,290.0,287.0,43.6763,-70.6411,41.498,-74.0537,4.01
0.0,0,0,0,1,2022,6,9,160,4,290.0,287.0,43.6763,-70.6411,41.498,-74.0537,3.83
0.0,0,0,0,1,2022,6,7,158,2,350.0,342.0,44.035,-70.3564,40.7041,-74.0856,4.09
0.0,0,0,1,0,2022,6,6,157,1,225.0,225.0,40.4593,-75.3463,42.1346,-72.5472,6.22
0.0,0,0,1,0,2022,6,7,158,2,139.0,139.0,43.7527,-87.9854,41.6987,-87.6035,7.19
0.0,0,0,1,0,2022,6,6,157,1,147.0,139.0,43.7317,-87.9762,41.6987,-87.6035,7.19
0.0,0,0,1,0,2022,6,6,157,1,147.0,139.0,43.7317,-87.9762,41.6987,-87.6035,5.76
0.0,0,0,1,0,2022,6,1,152,3,804.0,804.0,42.0309,-87.977,35.1775,-97.4237,3.73
0.0,0,0,0,1,2022,6,28,179,2,376.0,376.0,43.6763,-70.6411,40.5135,-74.8523,3.46
0.0,0,0,0,1,2022,6,27,178,1,362.0,362.0,43.6763,-70.6411,40.5135,-74.8523,3.59
0.0,0,0,0,1,2022,6,9,160,4,342.0,342.0,44.035,-70.3564,40.7167,-74.0713,0.0
0.0,0,0,0,1,2022,6,8,159,3,349.0,342.0,44.035,-70.3564,40.7167,-74.0713,4.09
0.0,0,0,0,1,2022,6,9,160,4,342.0,342.0,44.035,-70.3564,40.7167,-74.0713,0.0
0.0,0,0,0,1,2022,6,6,157,1,952.0,952.0,34.3873,-116.946,39.8907,-104.869,4.2
0.0,0,0,0,1,2022,6,8,159,3,980.0,980.0,43.7164,-73.0615,42.6769,-89.0455,2.35
0.0,0,0,1,0,2022,6,7,158,2,139.0,139.0,43.7527,-87.9854,41.6987,-87.6035,6.83
0.0,0,0,0,1,2022,6,11,162,6,469.0,463.0,43.5811,-85.4671,37.9678,-87.4612,2.81
0.0,0,0,0,1,2022,6,15,166,3,184.0,184.0,43.6763,-70.6411,41.7983,-72.5642,5.43
0.0,0,0,0,1,2022,6,12,163,7,339.0,313.0,43.5811,-85.4671,43.1752,-88.0598,3.19
0.0,0,0,0,1,2022,6,6,157,1,537.0,537.0,40.6296,-78.3024,41.644,-87.6069,2.79
0.0,0,0,0,1,2022,6,7,158,2,53.0,53.0,42.0206,-88.2329,41.644,-87.6069,8.49
0.0,0,0,0,1,2022,6,9,160,4,339.0,313.0,43.5811,-85.4671,43.1637,-88.0635,3.51
0.0,0,0,0,1,2022,6,17,168,5,122.0,116.0,43.0586,-73.8103,41.5371,-73.7758,7.5
0.0,0,0,0,1,2022,6,9,160,4,257.0,257.0,44.035,-70.3564,42.7041,-73.8318,3.89
0.0,0,0,0,1,2022,6,9,160,4,290.0,287.0,43.6763,-70.6411,41.5025,-74.0622,3.83
0.0,0,0,0,1,2022,6,17,168,5,342.0,342.0,44.035,-70.3564,40.7198,-74.064,4.09
0.0,0,0,0,1,2022,6,11,162,6,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,4.55
0.0,0,0,0,1,2022,6,8,159,3,233.0,233.0,41.6724,-86.2817,39.1699,-84.5093,4.08
0.0,0,0,0,1,2022,6,7,158,2,199.0,199.0,42.2285,-83.3191,39.9849,-82.4751,4.02
0.0,0,0,0,1,2022,6,6,157,1,540.0,540.0,44.8408,-93.1904,47.9788,-101.102,4.17
0.0,0,0,1,0,2022,6,13,164,1,225.0,225.0,40.4593,-75.3463,42.1346,-72.5472,6.0
0.0,0,0,1,0,2022,6,14,165,2,225.0,225.0,40.4593,-75.3463,42.1346,-72.5472,6.0
0.0,0,0,1,0,2022,6,15,166,3,225.0,225.0,40.4593,-75.3463,42.1346,-72.5472,5.78
0.0,0,0,0,1,2022,6,6,157,1,265.0,265.0,30.5633,-84.5676,28.4503,-81.4095,4.53
0.0,0,0,0,1,2022,6,14,165,2,404.0,353.0,43.6763,-70.6411,43.1899,-76.2321,3.4
1.0,0,0,0,1,2022,6,6,157,1,532.0,532.0,35.0805,-90.0831,41.6813,-87.6083,2.82
0.0,0,0,0,1,2022,6,9,160,4,469.0,463.0,43.5811,-85.4671,37.9827,-87.4713,3.02
0.0,0,0,0,1,2022,6,13,164,1,290.0,287.0,43.6763,-70.6411,41.5733,-73.9898,3.83
0.0,0,0,0,1,2022,6,10,161,5,339.0,313.0,43.5811,-85.4671,43.1637,-88.0635,3.51
0.0,0,0,0,1,2022,6,10,161,5,469.0,463.0,43.5811,-85.4671,37.9827,-87.4713,3.24
0.0,0,0,0,1,2022,6,7,158,2,249.0,249.0,40.4466,-76.4222,43.2093,-75.4102,4.62
0.0,0,0,0,1,2022,6,17,168,5,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,4.55
0.0,0,0,0,1,2022,6,14,165,2,349.0,342.0,44.035,-70.3564,40.7198,-74.064,3.51
0.0,0,0,0,1,2022,6,14,165,2,349.0,342.0,44.035,-70.3564,40.7198,-74.064,4.09
0.0,0,0,0,1,2022,6,14,165,2,349.0,342.0,44.035,-70.3564,40.7198,-74.064,3.22
0.0,0,0,0,1,2022,6,13,164,1,290.0,287.0,43.6763,-70.6411,41.5733,-73.9898,4.01
0.0,0,0,0,1,2022,6,15,166,3,279.0,279.0,43.6763,-70.6411,41.2904,-73.8484,3.76
0.0,0,0,0,1,2022,6,14,165,2,290.0,287.0,43.6763,-70.6411,41.5733,-73.9898,3.83
1.0,0,0,0,1,2022,9,16,259,5,479.0,479.0,41.644,-87.6069,40.3611,-79.9311,0.0
1.0,0,0,0,1,2022,6,8,159,3,357.0,630.0,38.9732,-84.6076,40.6148,-74.253,3.57
0.0,0,0,0,1,2022,6,16,167,4,290.0,287.0,43.6763,-70.6411,41.5733,-73.9898,3.83
1.0,0,0,0,1,2022,6,8,159,3,321.0,321.0,41.644,-87.6069,41.2436,-81.7966,4.67
0.0,0,0,0,1,2022,6,23,174,4,209.0,209.0,42.5552,-71.9174,40.6191,-74.26,3.71
0.0,0,0,0,1,2022,6,14,165,2,350.0,342.0,44.035,-70.3564,40.7006,-74.0596,4.09
0.0,0,0,0,1,2022,6,15,166,3,350.0,342.0,44.035,-70.3564,40.7006,-74.0596,4.09
0.0,0,0,0,1,2022,6,13,164,1,350.0,342.0,44.035,-70.3564,40.7006,-74.0596,4.09
0.0,0,0,0,1,2022,6,21,172,2,293.0,291.0,44.035,-70.3564,41.3877,-73.556,4.12
0.0,0,0,0,1,2022,6,22,173,3,125.0,125.0,42.5552,-71.9174,42.7084,-73.7773,6.8
1.0,0,0,0,1,2022,6,9,160,4,479.0,479.0,41.644,-87.6069,40.3611,-79.9311,0.0
0.0,0,0,0,1,2022,6,14,165,2,469.0,463.0,43.5811,-85.4671,37.9827,-87.4713,4.51
0.0,0,0,0,1,2022,6,14,165,2,78.0,78.0,41.9061,-72.6033,41.4341,-73.6269,11.22
0.0,0,0,0,1,2022,6,17,168,5,290.0,287.0,43.6763,-70.6411,41.5025,-74.0622,4.18
0.0,0,0,0,1,2022,6,14,165,2,257.0,257.0,44.035,-70.3564,42.7041,-73.8318,5.06
0.0,0,1,0,0,2022,6,10,161,5,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,3.5
0.0,0,1,0,0,2022,6,9,160,4,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,2.8
0.0,0,1,0,0,2022,6,9,160,4,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,3.08
0.0,0,1,0,0,2022,6,10,161,5,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,3.08
0.0,0,1,0,0,2022,6,9,160,4,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,2.8
0.0,0,1,0,0,2022,6,9,160,4,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,2.8
0.0,0,1,0,0,2022,6,10,161,5,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,2.8
0.0,0,1,0,0,2022,6,9,160,4,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,2.8
0.0,0,1,0,0,2022,6,10,161,5,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,2.8
0.0,0,1,0,0,2022,6,9,160,4,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,2.85
0.0,0,1,0,0,2022,6,9,160,4,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,2.8
0.0,0,0,0,1,2022,6,15,166,3,350.0,342.0,44.035,-70.3564,40.7006,-74.0596,4.09
1.0,0,0,0,1,2022,6,9,160,4,479.0,479.0,41.644,-87.6069,40.3611,-79.9311,4.18
1.0,0,0,0,1,2022,6,10,161,5,271.0,271.0,38.9732,-84.6076,41.644,-87.6069,4.06
0.0,0,0,0,1,2022,6,15,166,3,339.0,313.0,43.5811,-85.4671,43.1637,-88.0635,3.51
0.0,0,0,0,1,2022,6,15,166,3,295.0,284.0,39.6031,-86.065,42.5081,-88.98,3.52
0.0,0,0,0,1,2022,6,14,165,2,484.0,484.0,43.6763,-70.6411,42.9217,-78.63,2.89
0.0,0,0,0,1,2022,6,10,161,5,423.0,423.0,36.9587,-81.0537,36.8254,-87.4394,3.37
0.0,0,0,0,1,2022,6,10,161,5,676.0,676.0,43.7164,-73.0615,39.9027,-82.9397,2.51
0.0,0,0,0,1,2022,6,10,161,5,676.0,676.0,43.7164,-73.0615,39.9027,-82.9397,2.66
0.0,0,0,0,1,2022,6,10,161,5,676.0,676.0,43.7164,-73.0615,39.9027,-82.9397,2.66
0.0,0,0,1,0,2022,6,20,171,1,225.0,225.0,40.4593,-75.3463,42.1346,-72.5472,5.56
0.0,0,0,1,0,2022,6,22,173,3,225.0,225.0,40.4593,-75.3463,42.1346,-72.5472,6.67
0.0,0,0,0,1,2022,6,23,174,4,293.0,291.0,44.035,-70.3564,41.3877,-73.556,3.78
0.0,0,0,0,1,2022,6,21,172,2,308.0,308.0,43.6763,-70.6411,40.7005,-74.064,4.55
0.0,0,0,0,1,2022,6,10,161,5,545.0,545.0,28.4503,-81.4095,35.7598,-80.7859,2.57
0.0,0,1,0,0,2022,6,11,162,6,1788.0,1788.0,33.7999,-118.2442,35.0175,-89.8487,2.8
0.0,0,0,0,1,2022,6,13,164,1,460.0,460.0,33.1567,-86.2966,36.0859,-79.946,3.37
0.0,0,0,1,0,2022,6,15,166,3,139.0,139.0,43.7527,-87.9854,41.6987,-87.6035,7.19
0.0,0,0,0,1,2022,6,13,164,1,540.0,497.0,44.8408,-93.1904,47.9788,-101.102,4.53
0.0,0,0,0,1,2022,6,14,165,2,708.0,708.0,33.4133,-84.7445,41.5504,-87.8462,2.54
0.0,0,0,0,1,2022,6,14,165,2,199.0,199.0,42.2285,-83.3191,39.9849,-82.4751,0.0
0.0,0,0,0,1,2022,6,20,171,1,290.0,287.0,43.6763,-70.6411,41.5733,-73.9898,5.05
0.0,0,0,0,1,2022,6,7,158,2,249.0,249.0,40.4466,-76.4222,43.2093,-75.4102,5.82
0.0,0,0,0,1,2022,6,21,172,2,287.0,287.0,43.6763,-70.6411,41.5025,-74.0622,3.83
0.0,0,0,0,1,2022,6,20,171,1,469.0,463.0,43.5811,-85.4671,37.9827,-87.4713,3.02
0.0,0,0,0,1,2022,6,20,171,1,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,4.55
0.0,0,0,0,1,2022,6,20,171,1,349.0,342.0,44.035,-70.3564,40.7198,-74.064,4.39
0.0,0,0,0,1,2022,6,24,175,5,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,4.55
0.0,0,0,0,1,2022,6,24,175,5,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,4.55
0.0,0,0,0,1,2022,6,21,172,2,349.0,342.0,44.035,-70.3564,40.7198,-74.064,4.09
0.0,0,0,0,1,2022,6,19,170,7,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,4.64
0.0,0,0,0,1,2022,6,22,173,3,349.0,342.0,44.035,-70.3564,40.7198,-74.064,4.09
0.0,0,0,0,1,2022,6,23,174,4,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,3.99
0.0,0,0,0,1,2022,6,29,180,3,349.0,342.0,44.035,-70.3564,40.7198,-74.064,4.09
0.0,0,0,0,1,2022,6,19,170,7,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,4.55
0.0,0,0,1,0,2022,6,23,174,4,135.0,135.0,40.4593,-75.3463,39.5512,-77.0438,7.41
0.0,0,0,1,0,2022,6,20,171,1,135.0,135.0,40.4593,-75.3463,39.5512,-77.0438,7.41
0.0,0,0,1,0,2022,6,26,177,7,135.0,135.0,40.4593,-75.3463,39.5512,-77.0438,8.89
0.0,0,0,0,1,2022,7,17,198,7,338.0,334.0,43.6763,-70.6411,40.4674,-74.3131,3.59
0.0,0,0,0,1,2022,7,22,203,5,338.0,334.0,43.6763,-70.6411,40.4674,-74.3131,3.44
0.0,0,0,0,1,2022,6,20,171,1,71.0,71.0,41.9061,-72.6033,42.8914,-72.5497,9.86
0.0,0,0,0,1,2022,6,19,170,7,141.0,141.0,43.6763,-70.6411,42.8914,-72.5497,8.72
0.0,0,0,0,1,2022,7,1,182,5,122.0,116.0,43.0588,-73.8104,41.5371,-73.7758,6.47
0.0,0,0,0,1,2022,6,14,165,2,246.0,246.0,42.2285,-83.3191,39.1699,-84.5093,4.07
0.0,0,0,1,0,2022,6,26,177,7,135.0,135.0,40.4593,-75.3463,39.5512,-77.0438,8.15
0.0,0,0,0,1,2022,6,15,166,3,176.0,176.0,38.0616,-87.5084,40.1257,-88.272,5.4
0.0,0,0,0,1,2022,6,15,166,3,423.0,423.0,36.9587,-81.0537,36.8254,-87.4394,3.31
0.0,0,0,0,1,2022,6,18,169,6,212.0,211.0,44.945,-70.1576,42.5439,-71.5987,4.6
0.0,0,0,0,1,2022,6,18,169,6,212.0,211.0,44.945,-70.1576,42.5439,-71.5987,5.21
0.0,0,0,0,1,2022,7,11,192,1,475.0,467.0,43.6763,-70.6411,40.4674,-74.3131,2.57
0.0,0,0,0,1,2022,6,23,174,4,350.0,342.0,44.035,-70.3564,40.7006,-74.0596,4.09
0.0,0,0,0,1,2022,6,21,172,2,0.0,301.0,41.9061,-72.6033,41.9061,-72.6033,5.71
0.0,0,0,0,1,2022,6,17,168,5,121.0,121.0,42.3807,-86.2769,43.9653,-86.4378,5.17
0.0,0,0,0,1,2022,6,23,174,4,265.0,219.0,43.6763,-70.6411,42.7041,-73.8318,4.57
0.0,0,0,0,1,2022,6,23,174,4,290.0,287.0,43.6763,-70.6411,41.5025,-74.0622,3.48
0.0,0,0,0,1,2022,6,21,172,2,66.0,66.0,41.9964,-71.5498,41.7993,-72.5663,9.39
0.0,0,0,0,1,2022,6,16,167,4,785.0,785.0,43.1191,-89.3146,33.4267,-91.0391,3.95
0.0,0,0,0,1,2022,6,21,172,2,105.0,103.0,41.9061,-72.6033,42.7421,-73.6435,8.74
0.0,0,0,0,1,2022,6,21,172,2,952.0,952.0,34.3873,-116.946,39.8907,-104.869,4.52
0.0,0,0,0,1,2022,6,22,173,3,298.0,287.0,42.5611,-71.9218,40.663,-75.5996,2.96
0.0,0,0,1,0,2022,6,22,173,3,279.0,279.0,42.1978,-78.275,39.5512,-77.0438,6.45
0.0,0,0,0,1,2022,6,24,175,5,933.0,933.0,43.7164,-73.0615,41.9889,-88.6868,2.04
0.0,0,0,0,1,2022,6,23,174,4,404.0,353.0,43.6763,-70.6411,43.1899,-76.2321,3.26
0.0,0,0,1,0,2022,6,30,181,4,135.0,135.0,40.4593,-75.3463,39.5512,-77.0438,7.41
0.0,0,0,0,1,2022,6,20,171,1,676.0,676.0,43.7164,-73.0615,39.9027,-82.9397,2.51
0.0,0,0,0,1,2022,6,20,171,1,676.0,676.0,43.7164,-73.0615,39.9027,-82.9397,2.51
0.0,0,0,0,1,2022,6,20,171,1,540.0,497.0,44.8408,-93.1904,47.9788,-101.102,3.82
0.0,0,0,0,1,2022,6,26,177,7,295.0,284.0,39.6031,-86.065,42.5081,-88.98,3.52
0.0,0,0,0,1,2022,6,21,172,2,708.0,708.0,33.4133,-84.7445,41.5504,-87.8462,2.82
0.0,0,0,0,1,2022,6,21,172,2,415.0,415.0,42.5647,-71.5325,39.5512,-77.0438,0.0
0.0,0,0,1,0,2022,6,30,181,4,253.0,253.0,34.0318,-84.0421,36.1805,-86.8818,4.15
0.0,0,0,0,1,2022,6,30,181,4,308.0,308.0,43.6763,-70.6411,40.7005,-74.064,4.55
0.0,0,0,0,1,2022,6,27,178,1,349.0,342.0,44.035,-70.3564,40.7198,-74.064,3.51
0.0,0,0,0,1,2022,6,29,180,3,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,3.9
0.0,0,0,0,1,2022,6,28,179,2,308.0,308.0,43.6763,-70.6411,40.7198,-74.064,3.9
0.0,0,0,0,1,2022,6,29,180,3,469.0,463.0,43.5811,-85.4671,37.9827,-87.4713,3.24
0.0,0,0,0,1,2022,6,24,175,5,209.0,196.0,42.5552,-71.9174,40.7198,-74.064,3.95
1.0,0,0,0,1,2022,6,22,173,3,271.0,271.0,38.9732,-84.6076,41.644,-87.6069,4.06
0.0,0,0,0,1,2022,6,21,172,2,330.0,330.0,41.4964,-87.5854,40.0455,-82.4158,4.85
0.0,0,0,0,1,2022,6,21,172,2,249.0,249.0,40.4466,-76.4222,43.2093,-75.4102,4.54
0.0,0,0,0,1,2022,6,24,175,5,1803.0,1803.0,34.3873,-116.946,34.1673,-88.7046,2.22
0.0,0,0,0,1,2022,7,8,189,5,339.0,313.0,43.5811,-85.4671,43.1637,-88.0635,3.59
0.0,0,0,0,1,2022,6,25,176,6,265.0,219.0,43.6763,-70.6411,42.7041,-73.8318,4.47
0.0,0,0,0,1,2022,6,23,174,4,232.0,225.0,42.5552,-71.9174,40.7768,-73.1067,3.78
0.0,0,0,0,1,2022,6,21,172,2,43.0,43.0,41.7655,-71.4126,42.236,-70.9788,11.63
0.0,0,0,0,1,2022,6,26,177,7,339.0,313.0,43.5811,-85.4671,43.1637,-88.0635,3.19
0.0,0,0,0,1,2022,6,23,174,4,339.0,313.0,43.5811,-85.4671,43.1637,-88.0635,3.51
0.0,0,0,0,1,2022,7,6,187,3,339.0,313.0,43.5811,-85.4671,43.1637,-88.0635,3.51
1.0,0,0,0,1,2022,6,21,172,2,501.0,501.0,41.644,-87.6069,37.217,-93.348,3.19
0.0,0,0,0,1,2022,7,4,185,1,295.0,284.0,39.6031,-86.065,42.5081,-88.98,3.52
0.0,0,0,0,1,2022,7,3,184,7,308.0,308.0,43.6763,-70.6411,40.7005,-74.064,3.57
0.0,0,0,0,1,2022,7,5,186,2,124.0,124.0,43.6763,-70.6411,42.276,-71.5626,8.06
0.0,0,0,0,1,2022,6,25,176,6,481.0,473.0,44.035,-70.3564,40.2105,-76.0773,2.96
0.0,0,0,0,1,2022,7,5,186,2,469.0,463.0,43.5811,-85.4671,37.9827,-87.4713,3.46
0.0,0,0,0,1,2022,6,24,175,5,126.0,127.0,41.9061,-72.6033,40.698,-73.9099,4.92
0.0,0,0,0,1,2022,6,23,174,4,1797.0,1797.0,42.5647,-71.5325,29.9359,-95.4059,1.95
0.0,0,0,0,1,2022,6,24,175,5,1923.0,1923.0,42.5647,-71.5325,39.819,-104.9606,2.18
0.0,0,0,0,1,2022,6,28,179,2,270.0,257.0,41.9964,-71.5498,39.9762,-74.8094,2.33
0.0,0,0,0,1,2022,6,24,175,5,3042.0,3042.0,42.5647,-71.5325,37.7108,-121.7007,1.87
0.0,0,0,0,1,2022,6,22,173,3,423.0,423.0,36.9587,-81.0537,36.8254,-87.4394,3.31
0.0,0,0,0,1,2022,6,24,175,5,2883.0,2883.0,42.5647,-71.5325,34.0486,-117.4492,1.7
0.0,0,0,0,1,2022,6,23,174,4,415.0,415.0,42.5647,-71.5325,39.5512,-77.0438,2.41
0.0,0,0,0,1,2022,6,23,174,4,1761.0,1761.0,42.5647,-71.5325,32.6687,-97.0789,1.82
0.0,0,0,0,1,2022,6,23,174,4,1761.0,1761.0,42.5647,-71.5325,32.6687,-97.0789,1.87
0.0,0,0,0,1,2022,6,28,179,2,3042.0,3042.0,42.5647,-71.5325,37.7108,-121.7007,0.0
0.0,0,0,0,1,2022,6,30,181,4,2561.0,2561.0,42.5647,-71.5325,33.4245,-112.0611,2.19
1.0,0,0,0,1,2022,6,23,174,4,630.0,630.0,38.9732,-84.6076,40.6148,-74.253,3.65
0.0,0,0,0,1,2022,6,28,179,2,290.0,287.0,43.6763,-70.6411,41.5733,-73.9898,3.48
0.0,0,0,0,1,2022,6,30,181,4,290.0,287.0,43.6763,-70.6411,41.5733,-73.9898,4.01
0.0,0,0,0,1,2022,6,27,178,1,290.0,287.0,43.6763,-70.6411,41.5733,-73.9898,4.29
0.0,0,0,1,0,2022,6,29,180,3,225.0,225.0,40.4593,-75.3463,42.1346,-72.5472,6.44
0.0,0,0,0,1,2022,7,1,182,5,2883.0,2883.0,42.5647,-71.5325,34.0486,-117.4492,1.7
0.0,0,0,0,1,2022,6,27,178,1,290.0,287.0,43.6763,-70.6411,41.5082,-74.0724,3.83
0.0,0,0,0,1,2022,6,30,181,4,34.0,29.0,41.9964,-71.5498,42.276,-71.5626,24.83
0.0,0,0,0,1,2022,6,28,179,2,350.0,342.0,44.035,-70.3564,40.7006,-74.0596,4.09
0.0,0,0,0,1,2022,6,30,181,4,350.0,342.0,44.035,-70.3564,40.7006,-74.0596,4.09
0.0,0,0,0,1,2022,7,4,185,1,293.0,291.0,44.035,-70.3564,41.3877,-73.556,4.12
0.0,0,0,0,1,2022,6,30,181,4,244.0,231.0,42.5552,-71.9174,40.5427,-74.5483,3.35
0.0,0,0,0,1,2022,6,27,178,1,244.0,231.0,42.5552,-71.9174,40.5427,-74.5483,3.46
0.0,0,0,0,1,2022,6,29,180,3,176.0,176.0,38.0616,-87.5084,40.1257,-88.272,5.11
0.0,0,0,0,1,2022,6,29,180,3,176.0,176.0,38.0616,-87.5084,40.1257,-88.272,5.4
0.0,0,0,0,1,2022,6,28,179,2,209.0,203.0,42.5552,-71.9174,40.8033,-73.5143,3.94
0.0,0,0,0,1,2022,6,30,181,4,209.0,203.0,42.5552,-71.9174,40.8033,-73.5143,4.31
0.0,0,0,0,1,2022,6,27,178,1,588.0,588.0,38.72,-90.1469,32.5729,-94.7681,2.98
0.0,0,0,0,1,2022,6,27,178,1,588.0,588.0,38.72,-90.1469,32.5729,-94.7681,2.55
0.0,0,0,0,1,2022,6,27,178,1,588.0,588.0,38.72,-90.1469,32.5729,-94.7681,3.23
0.0,0,0,0,1,2022,6,27,178,1,588.0,588.0,38.72,-90.1469,32.5729,-94.7681,3.54
0.0,0,0,0,1,2022,6,27,178,1,588.0,588.0,38.72,-90.1469,32.5729,-94.7681,3.15
0.0,0,0,0,1,2022,6,28,179,2,193.0,182.0,41.9964,-71.5498,40.6878,-73.7058,4.81
